,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
557425,423,Boulevard Brewing Co.,1288409234,4.0,3.0,4.5,katan,American Pale Ale (APA),3.5,3.5,21st Anniversary Fresh Hop Pale Ale,7.4,62973
973163,74,Gritty McDuff's Brewing Company,1290901509,4.5,4.5,4.5,KTCamm,Irish Dry Stout,4.0,4.0,Gritty McDuff's Black Fly Stout,4.1,1149
1510613,652,Central Waters Brewing Company,1272426336,3.5,4.0,4.0,emmasdad,American Double / Imperial Stout,4.0,4.0,Brewer's Reserve Bourbon Barrel Stout,9.5,16062
211091,4933,Beermann's Beerwerks,1148455551,3.0,4.0,3.0,oval,American IPA,4.0,4.0,India Pale Ale,6.5,25562
138552,9827,Big City Brewing CO LTD,1306123668,3.5,3.0,2.0,IronDjinn,Herbed / Spiced Beer,2.5,3.0,Royal Jamaican Alcoholic Ginger Beer,5.0,69372
628942,262,Shmaltz Brewing Company,1213575839,4.0,4.5,4.0,shadow1961,American Strong Ale,3.5,4.0,He'Brew Origin Pomegranate Ale,8.0,35741
634225,16105,Mayflower Brewing Company,1227748284,5.0,4.0,4.0,Cunningham26,English Pale Ale,4.5,4.5,Mayflower Pale Ale,4.9,40873
736688,256,Lost Coast Brewery and Cafe,1166570538,3.5,3.0,3.0,zeff80,Witbier,2.5,2.5,Great White,4.8,1669
889131,147,Stone Brewing Co.,1227376046,3.0,4.0,4.0,midaszero,Belgian IPA,4.0,3.5,Stone 08.08.08 Vertical Epic Ale,8.6,44138
1158956,129,Brauerei Tucher Brau,1319947844,2.0,2.0,2.5,bobhits,Doppelbock,2.0,2.5,Tucher Bajuvator Doppelbock,7.2,932
566355,33,Berkshire Brewing Company Inc.,1231548074,4.0,4.0,4.0,jonziefle,Russian Imperial Stout,4.0,4.0,Berkshire Russian Imperial Stout,8.5,1112
671243,651,Ithaca Beer Company,1303135924,4.0,4.0,4.0,jampics2,American Amber / Red Ale,4.0,4.5,Cascazilla,7.0,18721
1188971,10099,Dogfish Head Brewery,1306460708,4.5,4.0,4.0,lackenhauser,American Double / Imperial Stout,4.0,4.5,Black & Red,10.5,67746
1362540,220,Lagunitas Brewing Company,1250200894,4.0,4.0,4.0,TheNapkin,American Strong Ale,4.0,4.0,Lagunitas Imperial Red Ale,7.5,22387
1144246,863,Russian River Brewing Company,1167517151,4.0,4.0,4.5,Phatz,Belgian Strong Dark Ale,4.5,4.5,Salvation,9.0,13742
80308,140,Sierra Nevada Brewing Co.,1314513378,4.0,4.0,4.5,MattyG85,American Porter,4.0,4.0,Sierra Nevada Porter,5.6,279
69573,140,Sierra Nevada Brewing Co.,1309809677,3.5,3.5,4.0,Drew966,Hefeweizen,3.5,3.5,Sierra Nevada Kellerweis Hefeweizen,4.8,48434
92413,140,Sierra Nevada Brewing Co.,1256955130,5.0,4.0,3.5,mooseisloose,American IPA,4.5,4.5,Sierra Nevada Torpedo Extra IPA,7.2,30420
1096990,418,Left Hand Brewing Company,1224390692,4.0,4.0,4.0,Redrover,Russian Imperial Stout,4.0,4.0,Left Hand Imperial Stout,10.4,2654
746535,16315,BrewDog,1261977531,2.5,3.0,3.0,allengarvin,American Double / Imperial IPA,3.5,3.5,Hardcore IPA,9.0,41505
663380,10378,Old Capitol Brew Works and Public House,1116551466,4.0,3.0,3.5,MABZ,American Stout,3.5,4.0,Old Capitol Brew Works Firkin Stout,,23747
1312061,29,Anheuser-Busch,1240462635,4.5,3.5,3.5,dbmcrorie,American Porter,4.5,4.0,Michelob Porter,5.9,31731
763915,42,Brewery Ommegang,1229519044,4.5,4.5,4.0,MTNboy,Belgian Pale Ale,4.5,4.0,Rare Vos (Amber Ale),6.5,593
1194554,10099,Dogfish Head Brewery,1269570714,4.0,4.0,4.5,scottyb88,American Brown Ale,4.0,4.5,Palo Santo Marron,12.0,33832
135234,5318,Port Brewing Company / Pizza Port,1157924988,4.5,4.5,4.0,Billolick,Belgian Strong Pale Ale,4.0,4.5,Revelations,8.5,32694
789143,12959,Captain Lawrence Brewing Co.,1265561701,4.0,3.5,3.5,Overlord,American Pale Ale (APA),4.0,3.5,Fresh Chester Pale Ale,5.6,28303
1394487,828,Brouwerij Oud Beersel,1305226213,4.0,4.0,4.0,Offa,Lambic - Fruit,4.0,4.5,Oud Beersel Framboise,5.0,25277
763622,144,Sprecher Brewing Company,1184249164,3.5,3.5,3.0,RutgersBeerGuy,Schwarzbier,4.0,3.0,Black Bavarian,6.0,96
1552544,345,Victory Brewing Company,1274327217,4.5,4.5,4.5,WestValleyIPA,German Pilsener,4.0,5.0,Prima Pils,5.3,1010
1479671,124,Paulaner Brauerei GmbH & Co. KG,1003960415,5.0,5.0,5.0,MississaugaMatt,Hefeweizen,5.0,5.0,Paulaner Hefe-Weissbier Naturtrüb,5.5,1256
1251564,9,Whitbread PLC,1145399555,2.5,2.5,4.0,brentk56,English Pale Ale,3.5,3.0,Whitbread Pale Ale,5.7,1860
261956,357,New England Brewing Co.,1292534045,3.5,3.5,4.0,akorsak,American Double / Imperial IPA,4.0,3.5,Zapata Bot,,63910
1214910,1253,Cervecería Polar Los Cortijos,1281561394,3.0,1.5,1.5,janubio,German Pilsener,1.5,1.5,Cerveza Tipo Pilsen,5.0,4045
1169188,10099,Dogfish Head Brewery,1237256521,5.0,4.0,4.5,gregmoscetti,Chile Beer,4.5,4.5,Theobroma,9.0,41702
587902,1549,Goose Island Beer Co.,1147899334,4.0,5.0,4.5,DarkerTheBetter,American Double / Imperial IPA,4.5,4.5,Imperial IPA,9.0,14366
456512,7773,Legacy Brewing Co.,1163964508,3.5,3.5,3.5,akahn,Oatmeal Stout,4.0,4.0,Nor Easter,7.2,15439
316474,35,Boston Beer Company (Samuel Adams),1165283661,3.5,4.0,3.0,Backer2004,Fruit / Vegetable Beer,4.0,4.0,Samuel Adams Cranberry Lambic,5.9,1903
917694,160,Wychwood Brewery Company Ltd,1188710870,4.0,3.5,4.0,GrimmReaper,English Brown Ale,3.5,4.0,Hobgoblin,5.2,236
1487235,23980,Yuengling Brewery ,1070031745,1.5,2.0,2.5,ManekiNeko,American Pale Ale (APA),1.0,2.0,Lord Chesterfield Ale,5.4,2842
1574561,391,Big Rock Brewery,1254035698,3.0,3.5,3.0,wordemupg,Cream Ale,3.0,3.0,Warthog,4.5,2047
793870,579,Kona Brewing Co.,1290276782,4.0,4.0,4.5,July2Nov,Irish Dry Stout,4.0,4.0,Dry-Side Stout,,63712
583800,360,Warsteiner Brauerei,1021920786,4.0,3.0,3.0,Todd,Munich Dunkel Lager,3.0,3.5,Warsteiner Premium Dunkel,4.9,1611
1492396,313,Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),1152163551,4.5,5.0,4.0,MABZ,Dubbel,5.0,5.0,Trappist Westvleteren 8,8.0,857
121724,273,SweetWater Brewing Company,1299366463,3.5,3.5,3.5,GRG1313,Winter Warmer,3.5,3.5,Sweetwater Festive Ale,8.6,4161
1360459,220,Lagunitas Brewing Company,1225652964,4.0,4.0,4.5,cvstrickland,American Double / Imperial IPA,4.0,3.5,Maximus,8.2,1372
702734,15189,Big Boss Brewing,1317437553,3.5,3.5,3.5,brstls4drmrs,Pumpkin Ale,4.0,4.0,Harvest Time Pumpkin Ale,5.5,38934
588009,1549,Goose Island Beer Co.,1232071566,4.0,4.0,4.0,Brianmerrilyn,American Double / Imperial IPA,4.5,4.5,Imperial IPA,9.0,14366
183800,396,AleSmith Brewing Company,1295818863,4.0,3.5,4.5,kflorence,American Pale Ale (APA),4.0,4.0,AleSmith X,5.0,1370
1106802,784,Tyranena Brewing Company,1235961987,4.5,5.0,4.0,ROBORB,American Porter,4.0,4.0,The Devil Made Me Do It! Coffee Imperial Oatmeal Porter,7.5,35201
676712,10796,Flying Monkeys Craft Brewery,1280357302,3.5,3.5,3.5,biegaman,American Amber / Red Ale,3.0,3.5,Robert Simpson Confederation Ale,5.0,21771
1359181,220,Lagunitas Brewing Company,1306271257,4.0,4.0,3.0,DJButters,Saison / Farmhouse Ale,3.5,4.0,Farmhouse Gueuze,,60608
929132,287,"Bell's Brewery, Inc.",1310784104,2.0,2.0,4.5,billshmeinke,American Strong Ale,3.0,2.0,Bell's 25th Anniversary Ale,8.5,60506
1201273,861,Klosterbrauerei Neuzelle GmbH,1122616710,3.0,4.0,3.0,TheLongBeachBum,Dortmunder / Export Lager,3.5,3.5,Closter Zell (Golden Abbot),6.3,2763
1494403,613,Bitburger Brauerei,1072466542,2.5,2.5,4.0,CRJMellor,German Pilsener,3.0,2.5,Bitburger Premium Pils,4.8,1641
16905,1199,Founders Brewing Company,1309719714,4.5,4.0,3.5,dfclav,American Brown Ale,4.0,4.5,Founders Cashew Mountain Brown,10.0,69894
1020858,402,Old Dominion Brewing Company,1269658425,4.0,3.0,3.5,FickleBeast,English Pale Ale,4.0,4.0,Dominion Ale,4.7,1388
645177,30,Avery Brewing Company,1259383426,3.0,4.0,3.5,farrago,Märzen / Oktoberfest,3.5,4.0,The Kaiser,10.03,19425
1167595,10099,Dogfish Head Brewery,1256918112,4.0,4.0,3.0,youngblood,Berliner Weissbier,4.0,3.5,Festina Pêche,4.5,35720
1256808,69,"Wild Goose Brewery, LLC",1068693246,3.0,3.5,3.0,theozag,American Amber / Red Ale,2.5,3.0,Wild Goose Amber,5.0,1244
210562,192,New Belgium Brewing,1236375046,4.0,4.0,4.0,argock,German Pilsener,4.0,3.5,Blue Paddle Pilsner,4.8,933
1329833,26,Three Floyds Brewing Co. & Brewpub,1122741822,4.0,5.0,3.5,GClarkage,American Pale Ale (APA),4.0,4.0,Pride & Joy Mild Ale,5.0,1158
128641,848,Bristol Brewing Company,1231352801,3.5,4.0,3.5,hopdog,Scottish Ale,3.5,3.0,Laughing Lab Scottish-Style Ale,5.3,2928
1099599,418,Left Hand Brewing Company,1285118151,4.0,4.5,3.5,SkeeterHawk,German Pilsener,3.0,3.5,Polestar Pilsner,5.5,24651
52254,394,Stoudts Brewing Co.,1131467153,3.0,3.0,4.0,mmmbeer,American Double / Imperial Stout,3.0,3.5,Stoudt's Fat Dog (Imperial Oatmeal Stout),9.0,20539
76826,140,Sierra Nevada Brewing Co.,1234798448,5.0,4.0,5.0,yesyouam,American Barleywine,5.0,4.5,Sierra Nevada Bigfoot Barleywine Style Ale,9.6,2671
1228082,603,Church Brew Works,1156745665,4.0,4.0,3.5,Phatz,American Double / Imperial IPA,4.5,4.0,Thunderhop Double IPA,8.0,28493
1061892,839,Tooheys Brewing,1181384180,4.0,3.5,3.0,Matt1234,English Dark Mild Ale,3.5,4.0,Tooheys Old,4.8,3071
1114678,141,Smuttynose Brewing Company,1177114264,3.5,3.5,4.5,jdhilt,Old Ale,3.5,3.5,Smuttynose Really Old Brown Dog Ale (Big Beer Series),10.0,35653
848867,593,Morgan Street Brewery,1316458030,4.0,4.0,4.5,tobelerone,Irish Dry Stout,4.0,3.5,Irish Stout,,13353
117393,302,Genesee Brewing Co. / Dundee Brewing Co.,1230418831,4.0,4.0,3.5,oelergud,Maibock / Helles Bock,4.0,4.0,Dundee Pale Bock Lager,6.2,21861
828683,267,Odell Brewing Company,1282432487,4.0,4.5,4.0,brewdoc75,American Wild Ale,4.0,4.5,Saboteur,10.0,57780
435440,16824,The Little Brewing Company,1214557136,3.5,4.0,4.0,Kulrak,American Pale Ale (APA),2.5,3.5,Wicked Elf Pale Ale,5.4,41256
326967,447,Pabst Brewing Company,1314767359,3.5,3.5,3.0,BoozySmurf,American Pale Ale (APA),4.0,2.5,Ballantine XXX Ale,4.85,876
674823,11241,Angry Minnow Brewpub,1313631143,4.0,4.0,4.5,Redrover,Rye Beer,4.0,4.0,Rye IPA,,72189
435958,18111,4 Pines Brewing Company,1287277600,4.0,3.0,3.5,tobeerornottobe,Extra Special / Strong Bitter (ESB),4.0,4.0,4 Pines ESB,5.6,49996
1421146,738,Brasserie Fantôme,1177014042,4.5,4.5,4.5,kelsoofbrooklyn,Saison / Farmhouse Ale,5.0,5.0,Fantôme Saison,8.0,5057
1269165,203,Greene King / Morland Brewery,1152024600,2.0,2.5,3.0,SteveO1231,English Pale Ale,3.0,2.0,The Tanner's Jack,4.4,2564
4168,14879,Hoppin' Frog Brewery,1284603327,3.5,4.0,4.0,Chaney,Pumpkin Ale,3.5,4.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
544933,13907,Crabtree Brewing Company,1311307289,4.5,4.0,4.5,jmbranum,Oatmeal Stout,4.5,5.0,Oatmeal Stout,7.5,67907
857041,13307,Mikkeller ApS,1277169909,4.0,3.0,4.0,Xul,American IPA,4.0,4.0,Nugget Single Hop IPA,6.9,49650
162512,610,Bear Republic Brewing Co.,1193463986,4.0,4.5,4.5,Sleestak,Rye Beer,4.5,5.0,Hop Rod Rye,8.0,3158
1406231,2793,County Durham Brewing Company,1034919713,4.5,5.0,4.5,MississaugaMatt,English India Pale Ale (IPA),4.5,4.0,Durham Triple X IPA,4.9,6691
1279433,18639,Rapscallion,1045950396,4.0,4.0,4.5,taez555,American Blonde Ale,4.0,3.5,Rapscallion Premier,7.0,3548
238667,48,Brouwerij Van Steenberge N.V.,1284006563,4.5,4.0,4.5,KDeLibero,Flanders Oud Bruin,4.0,4.5,Monk's Café Flemish Sour Ale,5.5,10482
1164417,10099,Dogfish Head Brewery,1293579991,3.5,3.5,4.0,chcfan,Russian Imperial Stout,3.5,3.0,Miles Davis' Bitches Brew,9.0,59151
1514989,4686,Hofbräuhaus München,1086149988,4.0,4.5,4.5,Bighuge,Maibock / Helles Bock,4.5,4.0,Hofbräu Maibock (Urbock),7.2,3397
136240,5318,Port Brewing Company / Pizza Port,1163650195,4.0,5.0,4.0,orfeu,American Double / Imperial Stout,4.5,5.0,Old Viscosity,10.0,31613
153889,3818,Southern Tier Brewing Company,1232747330,4.0,4.0,3.0,Steelman,American Porter,3.0,3.0,Raspberry Porter,4.8,39273
811003,99,Matt Brewing Company,1180759030,3.0,4.0,3.0,Zorro,Hefeweizen,3.5,4.0,Saranac Hefeweizen,5.6,6799
1097540,418,Left Hand Brewing Company,1120019067,3.5,4.0,3.5,lou91,Winter Warmer,3.5,3.0,XXXmas Ale,8.6,7782
179366,20776,The Celt Experience Brewery,1316451259,3.5,3.5,3.5,spinrsx,English Pale Ale,4.0,3.5,Golden Ale,4.2,69185
616469,10097,Harpoon Brewery,1245016239,4.0,4.0,3.5,ShogoKawada,American Pale Wheat Ale,2.5,4.0,Harpoon Catamount Maple Wheat (100 Barrel Series #26),6.8,47779
49744,394,Stoudts Brewing Co.,1034885156,3.5,4.0,3.5,aaronh,Maibock / Helles Bock,3.0,3.5,Stoudts Honey Double MaiBock,6.0,1152
1169482,10099,Dogfish Head Brewery,1320545120,4.5,4.0,4.0,Neorebel,American Double / Imperial IPA,4.5,4.5,Squall IPA,9.0,49838
789056,12959,Captain Lawrence Brewing Co.,1289176347,4.0,4.5,3.5,TurdFurgison,American Wild Ale,4.0,4.5,Cuvee De Castleton,9.0,36782
1210110,898,Heavy Seas Beer,1162240587,4.0,4.0,4.5,Osiris9588,Extra Special / Strong Bitter (ESB),4.5,4.0,"Heavy Seas - Winter Storm (""Category 5"" Ale)",7.5,15989
611258,199,Ballast Point Brewing Company,1311350361,4.5,4.0,4.0,glid02,Witbier,4.0,4.0,Wahoo Wheat Beer,4.0,5701
1406908,15341,Triumph Brewing Company,1231633889,4.0,3.5,4.0,LilBeerDoctor,American Amber / Red Ale,4.0,3.5,Amber Ale,5.2,37590
689950,252,Bayerische Staatsbrauerei Weihenstephan,1244594096,4.5,4.5,4.5,beveritt,Doppelbock,5.0,4.5,Weihenstephaner Korbinian,7.4,779
349090,306,Coors Brewing Company,1306429657,2.5,1.5,3.5,thehyperduck,Light Lager,3.0,2.0,Coors Light,4.2,837
1552541,345,Victory Brewing Company,1274579380,4.0,4.0,4.0,rdub,German Pilsener,4.0,4.5,Prima Pils,5.3,1010
417444,73,Great Lakes Brewing Company,1227328709,4.0,3.5,3.5,mrquartetman,Winter Warmer,3.5,4.0,Great Lakes Christmas Ale,7.5,1576
1374612,721,Carlsberg Danmark A/S,1056648811,3.0,3.5,3.0,GreenCard,Fruit / Vegetable Beer,3.0,2.5,Carlsberg Capo,7.7,10684
438462,17223,"Intercourse Brewing Company, LLC",1266181181,3.0,3.0,4.0,Gavage,American Porter,3.5,3.0,Blue Ball Porter,5.2,55942
1051724,4696,Brew Brothers Brewery,1119629781,4.0,3.5,3.0,pootz,Schwarzbier,4.0,4.0,Black Pilsner,5.0,10219
219749,158,Great Divide Brewing Company,1300333517,4.5,4.0,4.0,uustal,American IPA,4.0,4.0,Titan IPA,7.1,11922
603144,696,Thomas Hooker Brewing Company,1317772156,2.5,4.0,4.0,zac16125,Doppelbock,3.5,2.5,Thomas Hooker Liberator Doppelbock,8.0,15589
61585,16866,The Bruery,1262230917,4.0,4.5,4.0,NCBeerFan,Belgian Strong Dark Ale,4.0,4.0,2 Turtle Doves,12.0,53326
1530786,45,Brooklyn Brewery,1120265931,4.0,4.0,4.0,cubedbee,English Barleywine,4.0,4.5,Brooklyn Monster Ale,10.8,2231
320997,4261,Brasserie Des Géants,1119992688,2.0,2.0,2.5,paterlodie,Fruit / Vegetable Beer,1.0,2.0,Ducassis,5.7,17090
99724,2958,BFM Brasserie Des Franches-Montagnes,1168740803,4.5,5.0,4.5,phisig137,Bière de Garde,5.0,5.0,Abbaye De Saint Bon-Chien,11.0,30955
1109506,23495,Professor Fritz Briem,1185846882,3.5,4.0,3.0,Gueuzedude,Berliner Weissbier,4.0,4.0,Professor Fritz Briem 1809 Berliner Weisse,5.0,36378
56286,688,Coastal Extreme Brewing Co.,1277437293,2.0,2.5,4.0,ShogoKawada,Milk / Sweet Stout,2.0,2.0,Newport Storm - Mark (Cyclone Series),7.0,54941
1039661,173,Hair of the Dog Brewing Company / Brewery and Tasting Room,1298734637,2.0,2.5,2.5,harrymel,American Strong Ale,2.0,2.5,Fred,10.0,459
209032,192,New Belgium Brewing,1301598806,4.0,4.5,4.0,DoktorZee,American Wild Ale,3.5,4.0,Lips Of Faith - Le Terroir,7.5,26541
979383,6924,Walkabout Brewery,1245608605,4.5,4.0,4.0,berksowl,American Pale Ale (APA),3.5,4.5,Worker's Pale Ale,5.5,21213
1412298,747,General Lafayette Inn & Brewery,1160360868,4.0,4.0,4.0,Phatz,American IPA,4.0,4.0,The Ambassador IPA,6.1,33133
911716,9877,Rush River Brewing Company,1269658115,4.5,4.0,3.5,katan,American IPA,4.5,4.0,Bubblejack India Pale Ale,6.0,22575
1182346,10099,Dogfish Head Brewery,1313978186,2.0,1.0,3.0,andrewinski1,American Double / Imperial Stout,3.0,2.0,World Wide Stout,18.0,2392
561470,423,Boulevard Brewing Co.,1267425040,3.5,3.0,4.5,corby112,Winter Warmer,3.5,3.0,Nutcracker Ale,5.9,3322
176149,94,Long Trail Brewing Co.,1208911888,4.5,4.0,4.0,Hojaminbag,Witbier,4.0,4.0,Belgian White,4.7,41182
744544,7730,Nøgne Ø - Det Kompromissløse Bryggeri A/S,1301256732,4.0,4.0,3.5,vfgccp,American IPA,4.5,4.0,India Pale Ale,7.5,14507
637591,30,Avery Brewing Company,1300843976,4.0,4.0,3.5,claytong,Rye Beer,4.0,4.0,Jerry's Roggenbier,5.2,62807
514868,113,Samuel Smith Old Brewery (Tadcaster),1199140585,2.5,4.0,3.5,Kemmerlin,Winter Warmer,2.5,2.0,Samuel Smith's Winter Welcome Ale,6.0,577
1017870,2470,The Brew Kettle Taproom & Smokehouse / Production Works,1306116542,3.0,3.0,4.0,CliffBrake,American Double / Imperial IPA,2.0,3.0,Old 21 Imperial IPA,9.5,17805
1361427,220,Lagunitas Brewing Company,1200847297,3.5,3.0,3.5,beerthulhu,American Strong Ale,3.0,3.5,Hairy Eyeball Ale,9.0,2533
3681,14879,Hoppin' Frog Brewery,1318057561,4.5,4.5,4.0,kcbearkat,Russian Imperial Stout,4.5,4.5,D.O.R.I.S. The Destroyer Double Imperial Stout,10.5,57110
1193146,10099,Dogfish Head Brewery,1229054959,4.5,5.0,4.0,yesyouam,American Double / Imperial IPA,4.0,4.0,120 Minute IPA,18.0,9086
495864,132,Rogue Ales,1106607664,3.5,3.0,3.5,Dogbrick,American Amber / Red Ale,3.5,3.5,Santa's Private Reserve Ale,6.0,1173
262135,357,New England Brewing Co.,1287873368,4.0,4.0,4.0,Axic10,American Double / Imperial IPA,4.0,4.5,Gandhi-Bot Double IPA,8.8,57259
1175321,10099,Dogfish Head Brewery,1302388862,4.0,3.5,4.0,gkunkle,American Double / Imperial IPA,3.5,4.0,90 Minute IPA,9.0,2093
324080,447,Pabst Brewing Company,1294025777,5.0,3.5,4.0,Avagadro,American Adjunct Lager,3.5,4.0,Pabst Blue Ribbon (PBR),4.74,1331
520043,113,Samuel Smith Old Brewery (Tadcaster),1057600624,5.0,4.0,4.5,tavernjef,English India Pale Ale (IPA),4.0,4.5,Samuel Smith's India Ale,5.0,573
323057,447,Pabst Brewing Company,1275696720,4.0,3.5,3.5,Gmann,Schwarzbier,3.5,3.5,McSorley's Irish Black Lager,5.5,47586
1527599,45,Brooklyn Brewery,1183244264,3.5,4.0,2.5,barefootbrewer,English Barleywine,3.5,3.5,Brooklyn Monster Ale,10.8,2231
1383359,976,Dutch Export Breweries,1054323750,1.0,1.5,2.5,avylover,Euro Pale Lager,1.0,1.0,Explorator Of Holland,6.8,8822
469666,392,Weyerbacher Brewing Co.,1281386857,4.0,4.0,4.0,Morey,Belgian Pale Ale,3.5,3.5,Verboten,5.9,58482
224175,158,Great Divide Brewing Company,1262232953,4.5,4.0,5.0,Lothore,American Barleywine,4.5,4.0,Barrel Aged Old Ruffian,12.7,45249
1492151,313,Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),1235672273,3.5,4.0,4.5,Mauerhan,Dubbel,3.5,4.0,Trappist Westvleteren 8,8.0,857
483352,388,Brasserie Cantillon,1281587580,4.5,4.5,4.0,mothman,Lambic - Unblended,4.0,4.0,Cantillon Iris,5.0,7435
696947,130,Boulder Beer / Wilderness Pub,1255306446,4.0,5.0,4.5,AndyAvalanche,American Pale Ale (APA),4.0,4.0,Hazed & Infused,4.85,6590
826666,2097,Kuhnhenn Brewing Company,1233201324,3.5,4.5,3.5,Lothore,Doppelbock,4.0,4.5,Kuhnhenn Dark Heathen Triple Bock,13.5,30249
934763,739,Brouwerij De Ranke,1275286488,4.0,3.5,3.0,squaremile,Belgian Pale Ale,3.5,4.0,Cuvée De Ranke,7.0,42805
1249263,888,"Cervecería Centro Americana, S.A.",1060108963,4.0,3.5,3.0,Pineywoodsrooter,American Adjunct Lager,3.0,3.5,Famosa (Gallo),5.0,5294
611516,199,Ballast Point Brewing Company,1277935076,4.0,4.5,4.0,womencantsail,American IPA,4.0,3.5,Big Eye IPA,7.0,709
573016,9897,Jolly Pumpkin Artisan Ales,1292083599,3.0,4.0,4.5,FeDUBBELFIST,Saison / Farmhouse Ale,2.5,3.0,Bam Bière,4.5,28176
242230,48,Brouwerij Van Steenberge N.V.,1145403342,3.5,3.5,4.0,jpm30,Dubbel,3.5,3.5,Bornem Dubbel,7.0,1608
1299822,29,Anheuser-Busch,1224736310,2.5,2.5,3.0,jeffmonarch,Light Lager,3.0,3.0,Michelob Light,4.3,1253
1537683,212,Brouwerij Van Honsebrouck N.V.,1201803674,4.0,4.0,4.5,BlackHaddock,Quadrupel (Quad),4.0,4.0,Kasteel Donker,11.0,1711
1208029,898,Heavy Seas Beer,1134266944,3.0,3.5,4.0,MaltyGoodness,English Barleywine,3.5,3.0,Heavy Seas - Below Decks (Barley Wine Style Ale),10.0,25756
1503255,259,Brouwerij St. Bernardus NV,1076470374,4.5,4.0,4.5,ChimayMayDay,Witbier,4.0,5.0,St. Bernardus Witbier,5.5,7879
211658,22051,Odonata Beer Company,1282348874,4.5,4.0,4.0,waltonc,Saison / Farmhouse Ale,4.0,4.0,Saison (Bottle),6.4,59216
245246,1879,Garrison Brewing Company,1286324832,4.0,4.5,4.0,PEIBeerGuy,American Pale Ale (APA),3.5,4.0,3 Fields Harvest Ale,6.4,62368
1252799,884,Kelham Island Brewery,1165779047,4.0,3.5,3.5,wl0307,English Bitter,4.0,3.5,Pride Of Sheffield,4.0,34254
908041,142,Spaten-Franziskaner-Bräu,1302027347,4.0,4.5,4.0,IowaHawkeyesFan,Doppelbock,4.5,4.0,Spaten Optimator,7.6,99
1034678,39,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,1321134902,4.0,4.5,4.5,bombinthepotty,Hefeweizen,4.0,3.5,Ayinger Bräu Weisse,5.1,132
856350,13307,Mikkeller ApS,1254853283,4.5,4.5,4.0,callmemickey,American Double / Imperial Stout,4.5,4.5,Beer Geek Brunch Weasel,10.9,46987
149907,3818,Southern Tier Brewing Company,1291498576,4.0,3.5,4.5,yeahnatenelson,Extra Special / Strong Bitter (ESB),4.0,4.0,Harvest Ale,6.7,13637
1272624,484,Gray's Brewing Company,1164073374,1.5,2.0,2.0,beveritt,Herbed / Spiced Beer,2.0,2.0,Gray's Honey Ale,4.8,7973
1305422,29,Anheuser-Busch,1313074526,3.0,3.5,3.0,BEERME528,Light Lager,2.5,2.5,Bud Light Lime,4.2,41821
153035,3818,Southern Tier Brewing Company,1221180287,4.5,4.5,4.0,ATLbeerDog,American Double / Imperial IPA,4.0,4.5,Unearthly (Imperial India Pale Ale),9.5,28577
827694,2097,Kuhnhenn Brewing Company,1239746341,3.5,5.0,4.5,kels,Eisbock,4.0,4.5,Kuhnhenn Raspberry Eisbock,13.5,11784
963792,23973,Sebago Brewing Company,1277337097,4.0,4.0,3.5,Gambrinus1184,Hefeweizen,3.5,3.5,Hefeweizen,3.8,30269
1194316,10099,Dogfish Head Brewery,1322514294,4.0,4.5,5.0,LeoPanna,American Brown Ale,4.5,4.0,Palo Santo Marron,12.0,33832
237285,1628,Southampton Publick House,1123904607,4.5,4.5,4.0,medic25,Witbier,4.0,4.5,Double White Ale,6.7,9755
819593,99,Matt Brewing Company,1197235169,4.0,4.0,4.0,LarryV,American Double / Imperial IPA,4.0,4.0,Saranac High Peaks Series Imperial IPA,8.5,34409
786928,612,Flossmoor Station Restaurant & Brewery,1315020519,4.0,4.0,4.5,Georgiabeer,Baltic Porter,4.0,4.0,"Killer ""Kapowski"" Kowalski",8.3,35396
770144,42,Brewery Ommegang,1252546477,4.5,4.0,4.5,neobassman,Dubbel,4.5,4.5,Ommegang (Abbey Ale),8.5,142
11232,365,Pike Pub & Brewery,1289530284,4.0,2.5,3.5,gford217,Tripel,3.5,3.5,Monk's Uncle Tripel,9.0,34590
1199390,9629,Short's Brewing Company,1238373870,4.5,4.5,4.0,brewandbbq,American Brown Ale,4.0,4.0,Short's Bellaire Brown Ale,5.2,19685
160515,3818,Southern Tier Brewing Company,1205460075,4.0,4.5,4.5,mcallister,American Strong Ale,4.5,4.5,Gemini (Imperial Blended Ale),10.5,40057
25015,1199,Founders Brewing Company,1268178631,3.5,3.5,3.5,brdc,Scotch Ale / Wee Heavy,3.5,3.5,Founders Dirty Bastard,8.5,7463
129862,31,Brauerei Pinkus Mueller,1263567613,3.0,3.5,4.0,alkemy,Altbier,4.0,2.5,Organic Münster Alt,5.1,80
1079609,119,Otter Creek Brewing / Wolaver's,1298396996,4.0,4.0,4.0,sprucetip,American Black Ale,3.5,4.0,Otter Creek (Alpine) Black IPA,6.0,62050
1085311,5468,Columbia Brewery,1085258584,3.5,3.5,4.0,sardonic,English Brown Ale,4.0,4.0,Kootenay Mountain Ale,5.5,11791
